text,language,text_length,tokens,extracted_features
ਬਕ ਕਮ ਹਰ ਭਸ ਅਗਰਜ ਵਚ ਵ ਹ ਸਕਦ ਹਨ,pa,49,"['ਬਕ', 'ਕਮ', 'ਹਰ', 'ਭਸ', 'ਅਗਰਜ', 'ਵਚ', 'ਵ', 'ਹ', 'ਸਕਦ', 'ਹਨ']","{'word_length': 2.1, 'sentence_length': 10.0, 'char_ngrams': 28, 'prefix_suffix_count': 4, 'unique_roots_count': 10}"
اسی طرح اس زبان کے کئی دوسرے نام بھی تھے جیسے ہندوی ریختہ یا دہلوی,ur,68,"['اسی', 'طرح', 'اس', 'زبان', 'کے', 'کئی', 'دوسرے', 'نام', 'بھی', 'تھے', 'جیسے', 'ہندوی', 'ریختہ', 'یا', 'دہلوی']","{'word_length': 3.466666666666667, 'sentence_length': 15.0, 'char_ngrams': 64, 'prefix_suffix_count': 24, 'unique_roots_count': 15}"
ಜನವರ ರಗಗಳ ಲಸಕ ಕರಯಕರಮ ಹಗ ಜನವರ ರಗ ತಡಗಟಟಲ ಸಕತ ಮನನಚಚರಕ ಕರಮಗಳ ಬಗಗ ಮಹತ ನಡಲಗವದ,kn,113,"['ಜನವರ', 'ರಗಗಳ', 'ಲಸಕ', 'ಕರಯಕರಮ', 'ಹಗ', 'ಜನವರ', 'ರಗ', 'ತಡಗಟಟಲ', 'ಸಕತ', 'ಮನನಚಚರಕ', 'ಕರಮಗಳ', 'ಬಗಗ', 'ಮಹತ', 'ನಡಲಗವದ']","{'word_length': 4.142857142857143, 'sentence_length': 14.0, 'char_ngrams': 69, 'prefix_suffix_count': 24, 'unique_roots_count': 13}"
ഇനതയയൽ ശരഷഠഭഷ പദവ ലഭകകനന അഞചമതത ഭഷയണ മലയള5,ml,67,"['ഇനതയയൽ', 'ശരഷഠഭഷ', 'പദവ', 'ലഭകകനന', 'അഞചമതത', 'ഭഷയണ', 'മലയള5']","{'word_length': 5.142857142857143, 'sentence_length': 7.0, 'char_ngrams': 40, 'prefix_suffix_count': 14, 'unique_roots_count': 7}"
जसत अङकपङख गङग उलङघन टङङ अक पख गग उललघन टङ आद च वरगक पच अकषर च छ ज झ ञ अरध ञ अननसक वरण तलवय उचचरण,ne,146,"['जसत', 'अङकपङख', 'गङग', 'उलङघन', 'टङङ', 'अक', 'पख', 'गग', 'उललघन', 'टङ', 'आद', 'च', 'वरगक', 'पच', 'अकषर', 'च', 'छ', 'ज', 'झ', 'ञ', 'अरध', 'ञ', 'अननसक', 'वरण', 'तलवय', 'उचचरण']","{'word_length': 2.769230769230769, 'sentence_length': 26.0, 'char_ngrams': 95, 'prefix_suffix_count': 26, 'unique_roots_count': 24}"
മലയളകതകളയ രമചരതവ ഭഷകടലയവ പതനനന നററണടന മൻപ എഴതപപടടവയണ,ml,87,"['മലയളകതകളയ', 'രമചരതവ', 'ഭഷകടലയവ', 'പതനനന', 'നററണടന', 'മൻപ', 'എഴതപപടടവയണ']","{'word_length': 6.571428571428571, 'sentence_length': 7.0, 'char_ngrams': 50, 'prefix_suffix_count': 14, 'unique_roots_count': 7}"
ह भशच मळ कळत सपडट आन ह भशत दरवड भसतल आन ककणत दरवड भसतल समर शबद आसत,kok,110,"['ह', 'भशच', 'मळ', 'कळत', 'सपडट', 'आन', 'ह', 'भशत', 'दरवड', 'भसतल', 'आन', 'ककणत', 'दरवड', 'भसतल', 'समर', 'शबद', 'आसत']","{'word_length': 2.9411764705882355, 'sentence_length': 17.0, 'char_ngrams': 64, 'prefix_suffix_count': 24, 'unique_roots_count': 13}"
ഇടയകകൽ ഗഹകളലളള ശലലഖതങങൾ മലയളതതനറ ആദയമതകകളണനന ഗവഷകർ കണടതതയടടണട,ml,97,"['ഇടയകകൽ', 'ഗഹകളലളള', 'ശലലഖതങങൾ', 'മലയളതതനറ', 'ആദയമതകകളണനന', 'ഗവഷകർ', 'കണടതതയടടണട']","{'word_length': 7.857142857142857, 'sentence_length': 7.0, 'char_ngrams': 59, 'prefix_suffix_count': 14, 'unique_roots_count': 7}"
अधन एष दश अभवदधपथ परचलदसत,sa,40,"['अधन', 'एष', 'दश', 'अभवदधपथ', 'परचलदसत']","{'word_length': 4.2, 'sentence_length': 5.0, 'char_ngrams': 23, 'prefix_suffix_count': 6, 'unique_roots_count': 5}"
nouns adjectives pronouns and verbs had many more inflectional endings and forms and word order was much freer than in modern english,en,138,"['nouns', 'adjectives', 'pronouns', 'and', 'verbs', 'had', 'many', 'more', 'inflectional', 'endings', 'and', 'forms', 'and', 'word', 'order', 'was', 'much', 'freer', 'than', 'in', 'modern', 'english']","{'word_length': 5.090909090909091, 'sentence_length': 22.0, 'char_ngrams': 131, 'prefix_suffix_count': 42, 'unique_roots_count': 19}"
২০১১ খরষটবদর সপটমবর মস হত বল ভষ ভরতর ঝডখণড রজযর দবতয সরকর ভষ রপ সবকত,bn,107,"['২০১১', 'খরষটবদর', 'সপটমবর', 'মস', 'হত', 'বল', 'ভষ', 'ভরতর', 'ঝডখণড', 'রজযর', 'দবতয', 'সরকর', 'ভষ', 'রপ', 'সবকত']","{'word_length': 3.6, 'sentence_length': 15.0, 'char_ngrams': 66, 'prefix_suffix_count': 18, 'unique_roots_count': 14}"
ਪਕਸਤਨ ਵਚ ਇਹ ਸਭ ਤ ਵਧ ਬਲ ਜਣ ਵਲ ਬਲ ਹ,pa,50,"['ਪਕਸਤਨ', 'ਵਚ', 'ਇਹ', 'ਸਭ', 'ਤ', 'ਵਧ', 'ਬਲ', 'ਜਣ', 'ਵਲ', 'ਬਲ', 'ਹ']","{'word_length': 2.090909090909091, 'sentence_length': 11.0, 'char_ngrams': 31, 'prefix_suffix_count': 2, 'unique_roots_count': 10}"
these left a profound mark of their own on the language so that english shows some similarities in vocabulary and grammar with many languages outside its linguistic cladesbut it is not mutually intelligible with any of those languages either,en,244,"['these', 'left', 'a', 'profound', 'mark', 'of', 'their', 'own', 'on', 'the', 'language', 'so', 'that', 'english', 'shows', 'some', 'similarities', 'in', 'vocabulary', 'and', 'grammar', 'with', 'many', 'languages', 'outside', 'its', 'linguistic', 'cladesbut', 'it', 'is', 'not', 'mutually', 'intelligible', 'with', 'any', 'of', 'those', 'languages', 'either']","{'word_length': 5.205128205128205, 'sentence_length': 39.0, 'char_ngrams': 239, 'prefix_suffix_count': 62, 'unique_roots_count': 35}"
ଏହ ସହତ ଜତୟ ପଲସ ଅକଦମର ନରଦଦଶକ ଅତଲ କରୱଲଙକ ଏନଡଆରଏଫର ଡଜ ଭବ ନଯକତ ଦଆଯଇଛ,or,95,"['ଏହ', 'ସହତ', 'ଜତୟ', 'ପଲସ', 'ଅକଦମର', 'ନରଦଦଶକ', 'ଅତଲ', 'କରୱଲଙକ', 'ଏନଡଆରଏଫର', 'ଡଜ', 'ଭବ', 'ନଯକତ', 'ଦଆଯଇଛ']","{'word_length': 4.0, 'sentence_length': 13.0, 'char_ngrams': 62, 'prefix_suffix_count': 20, 'unique_roots_count': 13}"
english was adopted in parts of north america parts of africa australasia and many other regions,en,100,"['english', 'was', 'adopted', 'in', 'parts', 'of', 'north', 'america', 'parts', 'of', 'africa', 'australasia', 'and', 'many', 'other', 'regions']","{'word_length': 5.0625, 'sentence_length': 16.0, 'char_ngrams': 94, 'prefix_suffix_count': 26, 'unique_roots_count': 14}"
सरवकर भरतसरवकर आधकरकरपण सङघयशसनम इतयचयत अप च कनदरयशसनमत जञयत,sa,94,"['सरवकर', 'भरतसरवकर', 'आधकरकरपण', 'सङघयशसनम', 'इतयचयत', 'अप', 'च', 'कनदरयशसनमत', 'जञयत']","{'word_length': 5.777777777777778, 'sentence_length': 9.0, 'char_ngrams': 58, 'prefix_suffix_count': 14, 'unique_roots_count': 9}"
ഔദയഗകരഖകളൽ ഇനതയയല ഒര പരദശകഭഷയട ഉപയഗതതന ഇത ഇനതയ ഉപഭഖണഡതതൽതതനന ആദയ ഉദഹരണങങളലനനണ,ml,120,"['ഔദയഗകരഖകളൽ', 'ഇനതയയല', 'ഒര', 'പരദശകഭഷയട', 'ഉപയഗതതന', 'ഇത', 'ഇനതയ', 'ഉപഭഖണഡതതൽതതനന', 'ആദയ', 'ഉദഹരണങങളലനനണ']","{'word_length': 6.8, 'sentence_length': 10.0, 'char_ngrams': 75, 'prefix_suffix_count': 16, 'unique_roots_count': 10}"
க,ta,3,['க'],"{'word_length': 1.0, 'sentence_length': 1.0, 'char_ngrams': 0, 'prefix_suffix_count': 0, 'unique_roots_count': 1}"
ਪਜਬ ਸਭਆਚਰ ਭਰਤ ਅਤ ਪਕਸਤਨ ਵਚ ਹਈ 1947 ਈਸਵ ਦ ਵਡ ਕਰ ਕ ਪਰਭਵਤ ਹਇਆ,pa,80,"['ਪਜਬ', 'ਸਭਆਚਰ', 'ਭਰਤ', 'ਅਤ', 'ਪਕਸਤਨ', 'ਵਚ', 'ਹਈ', '1947', 'ਈਸਵ', 'ਦ', 'ਵਡ', 'ਕਰ', 'ਕ', 'ਪਰਭਵਤ', 'ਹਇਆ']","{'word_length': 2.8666666666666667, 'sentence_length': 15.0, 'char_ngrams': 55, 'prefix_suffix_count': 16, 'unique_roots_count': 15}"
जग सख नद,mr,14,"['जग', 'सख', 'नद']","{'word_length': 2.0, 'sentence_length': 3.0, 'char_ngrams': 6, 'prefix_suffix_count': 0, 'unique_roots_count': 3}"
इनम बड कछर जयनतय कच तरपर गर रभ दउर दमस रयग ललग नग मज तरपर जमतय खस करब मसग नश आद आपतन इतयद परमख ह,hi,181,"['इनम', 'बड', 'कछर', 'जयनतय', 'कच', 'तरपर', 'गर', 'रभ', 'दउर', 'दमस', 'रयग', 'ललग', 'नग', 'मज', 'तरपर', 'जमतय', 'खस', 'करब', 'मसग', 'नश', 'आद', 'आपतन', 'इतयद', 'परमख', 'ह']","{'word_length': 2.88, 'sentence_length': 25.0, 'char_ngrams': 94, 'prefix_suffix_count': 30, 'unique_roots_count': 24}"
धर पहल य दश सनक चर नमल पन जननथय,ne,49,"['धर', 'पहल', 'य', 'दश', 'सनक', 'चर', 'नमल', 'पन', 'जननथय']","{'word_length': 2.5555555555555554, 'sentence_length': 9.0, 'char_ngrams': 29, 'prefix_suffix_count': 8, 'unique_roots_count': 9}"
பனனர மதரச ஸடட எனற இரநத பயர 1969 ஆம ஆணட தமழநட எனற மறறபபடடத,ta,86,"['பனனர', 'மதரச', 'ஸடட', 'எனற', 'இரநத', 'பயர', '1969', 'ஆம', 'ஆணட', 'தமழநட', 'எனற', 'மறறபபடடத']","{'word_length': 3.8333333333333335, 'sentence_length': 12.0, 'char_ngrams': 55, 'prefix_suffix_count': 22, 'unique_roots_count': 11}"
ড ডমবশবৰ নওগ growth of the asamiya languageত অসময ভষৰ জনম মগধ পৰকতৰ পৰ হৱ বল চল অহ ধৰণট ভল আৰ ই it did not stand analysis and proper scrutiny বল মনতবয কৰছ,as,193,"['ড', 'ডমবশবৰ', 'নওগ', 'growth', 'of', 'the', 'asamiya', 'languageত', 'অসময', 'ভষৰ', 'জনম', 'মগধ', 'পৰকতৰ', 'পৰ', 'হৱ', 'বল', 'চল', 'অহ', 'ধৰণট', 'ভল', 'আৰ', 'ই', 'it', 'did', 'not', 'stand', 'analysis', 'and', 'proper', 'scrutiny', 'বল', 'মনতবয', 'কৰছ']","{'word_length': 3.696969696969697, 'sentence_length': 33.0, 'char_ngrams': 152, 'prefix_suffix_count': 42, 'unique_roots_count': 32}"
बदधमहवरदय अतरव अहसतततवम उपदशन,sa,49,"['बदधमहवरदय', 'अतरव', 'अहसतततवम', 'उपदशन']","{'word_length': 6.5, 'sentence_length': 4.0, 'char_ngrams': 27, 'prefix_suffix_count': 8, 'unique_roots_count': 4}"
ककण भरततलय पशचम दगर महळयरच ककण परतत आसपवप रजयन उलयतत,kok,87,"['ककण', 'भरततलय', 'पशचम', 'दगर', 'महळयरच', 'ककण', 'परतत', 'आसपवप', 'रजयन', 'उलयतत']","{'word_length': 4.3, 'sentence_length': 10.0, 'char_ngrams': 50, 'prefix_suffix_count': 20, 'unique_roots_count': 9}"
सर कलल शनइ गयबब हन,kok,32,"['सर', 'कलल', 'शनइ', 'गयबब', 'हन']","{'word_length': 2.8, 'sentence_length': 5.0, 'char_ngrams': 16, 'prefix_suffix_count': 6, 'unique_roots_count': 5}"
इगरज कल गणननसर य लखच तरख १६ म सन १०१२ अश आह,mr,60,"['इगरज', 'कल', 'गणननसर', 'य', 'लखच', 'तरख', '१६', 'म', 'सन', '१०१२', 'अश', 'आह']","{'word_length': 2.6666666666666665, 'sentence_length': 12.0, 'char_ngrams': 41, 'prefix_suffix_count': 10, 'unique_roots_count': 12}"
english is classified as a germanic language because it shares innovations with other germanic languages such as dutch german and swedish,en,140,"['english', 'is', 'classified', 'as', 'a', 'germanic', 'language', 'because', 'it', 'shares', 'innovations', 'with', 'other', 'germanic', 'languages', 'such', 'as', 'dutch', 'german', 'and', 'swedish']","{'word_length': 5.571428571428571, 'sentence_length': 21.0, 'char_ngrams': 135, 'prefix_suffix_count': 32, 'unique_roots_count': 18}"
उनहन त यह तक कह थ क हनद भष क परशन सवरजय क परशन ह,hi,73,"['उनहन', 'त', 'यह', 'तक', 'कह', 'थ', 'क', 'हनद', 'भष', 'क', 'परशन', 'सवरजय', 'क', 'परशन', 'ह']","{'word_length': 2.2666666666666666, 'sentence_length': 15.0, 'char_ngrams': 46, 'prefix_suffix_count': 10, 'unique_roots_count': 12}"
ત,gu,1,['ત'],"{'word_length': 1.0, 'sentence_length': 1.0, 'char_ngrams': 0, 'prefix_suffix_count': 0, 'unique_roots_count': 1}"
परवल नपल भष,ne,21,"['परवल', 'नपल', 'भष']","{'word_length': 3.0, 'sentence_length': 3.0, 'char_ngrams': 9, 'prefix_suffix_count': 4, 'unique_roots_count': 3}"
രജരജവർമമ കരള ഭഷയ മനന ഘടടങങളയ തരചചടടണട,ml,59,"['രജരജവർമമ', 'കരള', 'ഭഷയ', 'മനന', 'ഘടടങങളയ', 'തരചചടടണട']","{'word_length': 5.333333333333333, 'sentence_length': 6.0, 'char_ngrams': 35, 'prefix_suffix_count': 12, 'unique_roots_count': 6}"
കതത കടയടട എനനവയകകയ ഒമപത നററണടൽതനന ആടടകകഥകള കരമദപകയ രചചചടടണട,ml,100,"['കതത', 'കടയടട', 'എനനവയകകയ', 'ഒമപത', 'നററണടൽതനന', 'ആടടകകഥകള', 'കരമദപകയ', 'രചചചടടണട']","{'word_length': 6.5, 'sentence_length': 8.0, 'char_ngrams': 57, 'prefix_suffix_count': 16, 'unique_roots_count': 8}"
व हनद क जड क गहर बनत ह,hi,37,"['व', 'हनद', 'क', 'जड', 'क', 'गहर', 'बनत', 'ह']","{'word_length': 1.875, 'sentence_length': 8.0, 'char_ngrams': 20, 'prefix_suffix_count': 6, 'unique_roots_count': 7}"
when they obtained political independence some of the newly independent nations that had multiple indigenous languages opted to continue using english as the official language to avoid the political and other difficulties inherent in promoting any one indigenous language above the others,en,290,"['when', 'they', 'obtained', 'political', 'independence', 'some', 'of', 'the', 'newly', 'independent', 'nations', 'that', 'had', 'multiple', 'indigenous', 'languages', 'opted', 'to', 'continue', 'using', 'english', 'as', 'the', 'official', 'language', 'to', 'avoid', 'the', 'political', 'and', 'other', 'difficulties', 'inherent', 'in', 'promoting', 'any', 'one', 'indigenous', 'language', 'above', 'the', 'others']","{'word_length': 5.880952380952381, 'sentence_length': 42.0, 'char_ngrams': 286, 'prefix_suffix_count': 74, 'unique_roots_count': 33}"
ಫಲಪಕರಟ ನದಗನ ಪಲದರಕಯ ಸಣಣ ಪಟಟಣಗಳ ಮತತ ನಗರಗಳಲಲ ಫಲಪಕರಟಗ ತಲಪವ ಮಲಕ ವಯಪಕವದ ವಯಪರಗಳನನ ತಲಪಲದ,kn,129,"['ಫಲಪಕರಟ', 'ನದಗನ', 'ಪಲದರಕಯ', 'ಸಣಣ', 'ಪಟಟಣಗಳ', 'ಮತತ', 'ನಗರಗಳಲಲ', 'ಫಲಪಕರಟಗ', 'ತಲಪವ', 'ಮಲಕ', 'ವಯಪಕವದ', 'ವಯಪರಗಳನನ', 'ತಲಪಲದ']","{'word_length': 5.230769230769231, 'sentence_length': 13.0, 'char_ngrams': 78, 'prefix_suffix_count': 26, 'unique_roots_count': 13}"
फरवर 2019 म अब धब म हनद क नययलय क तसर भष क रप म मनयत मल,hi,85,"['फरवर', '2019', 'म', 'अब', 'धब', 'म', 'हनद', 'क', 'नययलय', 'क', 'तसर', 'भष', 'क', 'रप', 'म', 'मनयत', 'मल']","{'word_length': 2.2941176470588234, 'sentence_length': 17.0, 'char_ngrams': 53, 'prefix_suffix_count': 12, 'unique_roots_count': 13}"
ककण भस मसत लपत बरइल झत,kok,38,"['ककण', 'भस', 'मसत', 'लपत', 'बरइल', 'झत']","{'word_length': 2.8333333333333335, 'sentence_length': 6.0, 'char_ngrams': 20, 'prefix_suffix_count': 8, 'unique_roots_count': 6}"
এই ভষ থক অবশষ অরধমগধ পরকতর বকশ ঘট,bn,51,"['এই', 'ভষ', 'থক', 'অবশষ', 'অরধমগধ', 'পরকতর', 'বকশ', 'ঘট']","{'word_length': 3.25, 'sentence_length': 8.0, 'char_ngrams': 31, 'prefix_suffix_count': 8, 'unique_roots_count': 8}"
മലയള ഭഷ സസകതതതൽ നനന ഉദഭവചചതണനന അതലല സസകതവ തമഴ കടകകലർനന ഒര മശരഭഷയണനന ആദയകലങങളൽ വശവസചചരനന,ml,140,"['മലയള', 'ഭഷ', 'സസകതതതൽ', 'നനന', 'ഉദഭവചചതണനന', 'അതലല', 'സസകതവ', 'തമഴ', 'കടകകലർനന', 'ഒര', 'മശരഭഷയണനന', 'ആദയകലങങളൽ', 'വശവസചചരനന']","{'word_length': 5.769230769230769, 'sentence_length': 13.0, 'char_ngrams': 85, 'prefix_suffix_count': 22, 'unique_roots_count': 13}"
ইযক ঘইক উততৰপব ভৰতৰ অসমত বযৱহৰ কৰ হয,as,49,"['ইযক', 'ঘইক', 'উততৰপব', 'ভৰতৰ', 'অসমত', 'বযৱহৰ', 'কৰ', 'হয']","{'word_length': 3.625, 'sentence_length': 8.0, 'char_ngrams': 34, 'prefix_suffix_count': 12, 'unique_roots_count': 8}"
खरसतपरव २०००५०० अवधवद लखतसवरप अवलबध,sa,54,"['खरसतपरव', '२०००५००', 'अवधवद', 'लखतसवरप', 'अवलबध']","{'word_length': 6.2, 'sentence_length': 5.0, 'char_ngrams': 33, 'prefix_suffix_count': 10, 'unique_roots_count': 5}"
اقبال ہندؠ اردو شٲیری چھے وہم صدی ہچ ساروے کھۄتہ مہان ماننہ یوان,ks,82,"['اقبال', 'ہندؠ', 'اردو', 'شٲیری', 'چھے', 'وہم', 'صدی', 'ہچ', 'ساروے', 'کھۄتہ', 'مہان', 'ماننہ', 'یوان']","{'word_length': 4.0, 'sentence_length': 13.0, 'char_ngrams': 62, 'prefix_suffix_count': 24, 'unique_roots_count': 13}"
അമപതള സഘകല എഴതതകർ കരളയരയരനനവതര,ml,49,"['അമപതള', 'സഘകല', 'എഴതതകർ', 'കരളയരയരനനവതര']","{'word_length': 6.75, 'sentence_length': 4.0, 'char_ngrams': 28, 'prefix_suffix_count': 8, 'unique_roots_count': 4}"
১৭৩৪ থক ১৭৪২ খরষটবদর মধয ভওযল জমদরত করমরত অবসথয পরতগজ খরসটন পরহত ও ধরমপরচরক মযনযল দয আসমপসও সরবপরথম ভকবলরও এম ইডওম বঙগল এ পরতগযজ ডভডড এম দযস পরতস পরতগজ vocabolario em idioma bengalla e portuguez dividido em duas partes নমক বল ভষর অভধন ও বযকরণ রচন করন,bn,343,"['১৭৩৪', 'থক', '১৭৪২', 'খরষটবদর', 'মধয', 'ভওযল', 'জমদরত', 'করমরত', 'অবসথয', 'পরতগজ', 'খরসটন', 'পরহত', 'ও', 'ধরমপরচরক', 'মযনযল', 'দয', 'আসমপসও', 'সরবপরথম', 'ভকবলরও', 'এম', 'ইডওম', 'বঙগল', 'এ', 'পরতগযজ', 'ডভডড', 'এম', 'দযস', 'পরতস', 'পরতগজ', 'vocabolario', 'em', 'idioma', 'bengalla', 'e', 'portuguez', 'dividido', 'em', 'duas', 'partes', 'নমক', 'বল', 'ভষর', 'অভধন', 'ও', 'বযকরণ', 'রচন', 'করন']","{'word_length': 4.340425531914893, 'sentence_length': 47.0, 'char_ngrams': 248, 'prefix_suffix_count': 72, 'unique_roots_count': 43}"
ഇപരകരമര മററ സഭവകകവനളള കരണമയ ചണടകകടടനനത ഈ വക കരയങങളണമലനട മററ തമ നടകളൽ നനന സഹയപർവവത എനന കഴകക അതരനൽ വർതരഞഞ കടകകനനത പരദശകമയളള ആചരങങള ജവതവകഷണങങള നമപതരമര ആരയസസകരവ,ml,250,"['ഇപരകരമര', 'മററ', 'സഭവകകവനളള', 'കരണമയ', 'ചണടകകടടനനത', 'ഈ', 'വക', 'കരയങങളണമലനട', 'മററ', 'തമ', 'നടകളൽ', 'നനന', 'സഹയപർവവത', 'എനന', 'കഴകക', 'അതരനൽ', 'വർതരഞഞ', 'കടകകനനത', 'പരദശകമയളള', 'ആചരങങള', 'ജവതവകഷണങങള', 'നമപതരമര', 'ആരയസസകരവ']","{'word_length': 5.826086956521739, 'sentence_length': 23.0, 'char_ngrams': 154, 'prefix_suffix_count': 40, 'unique_roots_count': 22}"
ఈ వధగ తలగల 16 అచచల 3 వశష అచచల 41 హలలల చర మతత 60 సకతల ఉననయ,te,92,"['ఈ', 'వధగ', 'తలగల', '16', 'అచచల', '3', 'వశష', 'అచచల', '41', 'హలలల', 'చర', 'మతత', '60', 'సకతల', 'ఉననయ']","{'word_length': 2.8666666666666667, 'sentence_length': 15.0, 'char_ngrams': 55, 'prefix_suffix_count': 18, 'unique_roots_count': 14}"
વયકરણન દષટએ નવ બહવચનસચક o ઓ પરતયયઉચચર વકસય,gu,65,"['વયકરણન', 'દષટએ', 'નવ', 'બહવચનસચક', 'o', 'ઓ', 'પરતયયઉચચર', 'વકસય']","{'word_length': 4.375, 'sentence_length': 8.0, 'char_ngrams': 40, 'prefix_suffix_count': 10, 'unique_roots_count': 8}"
जसत वमशसरत नखलक कमस समसर वश कस ससर आद,ne,66,"['जसत', 'वमशसरत', 'नखलक', 'कमस', 'समसर', 'वश', 'कस', 'ससर', 'आद']","{'word_length': 3.2222222222222223, 'sentence_length': 9.0, 'char_ngrams': 35, 'prefix_suffix_count': 12, 'unique_roots_count': 9}"
english has developed over the course of more than 1400 years,en,62,"['english', 'has', 'developed', 'over', 'the', 'course', 'of', 'more', 'than', '1400', 'years']","{'word_length': 4.636363636363637, 'sentence_length': 11.0, 'char_ngrams': 59, 'prefix_suffix_count': 20, 'unique_roots_count': 11}"
the great vowel shift affected the stressed long vowels of middle english,en,73,"['the', 'great', 'vowel', 'shift', 'affected', 'the', 'stressed', 'long', 'vowels', 'of', 'middle', 'english']","{'word_length': 5.166666666666667, 'sentence_length': 12.0, 'char_ngrams': 71, 'prefix_suffix_count': 22, 'unique_roots_count': 11}"
حوالہ پروفیسجے,ks,18,"['حوالہ', 'پروفیسجے']","{'word_length': 6.5, 'sentence_length': 2.0, 'char_ngrams': 12, 'prefix_suffix_count': 4, 'unique_roots_count': 2}"
ટટ નરનદર મદ અન મહમદ અલ ઝણન સમવશ થય છ,gu,54,"['ટટ', 'નરનદર', 'મદ', 'અન', 'મહમદ', 'અલ', 'ઝણન', 'સમવશ', 'થય', 'છ']","{'word_length': 2.7, 'sentence_length': 10.0, 'char_ngrams': 34, 'prefix_suffix_count': 8, 'unique_roots_count': 10}"
ই অসমৰ ৰজযক ভষ,as,20,"['ই', 'অসমৰ', 'ৰজযক', 'ভষ']","{'word_length': 2.75, 'sentence_length': 4.0, 'char_ngrams': 12, 'prefix_suffix_count': 4, 'unique_roots_count': 4}"
गयत ककण हदवच मरठ वटट दवभस आसलयन मसत झलयत करण थडय लकन ह मतलब कडल क ककण मरठच बल आस आन ह गयचय फडरचर परभव पडल,kok,180,"['गयत', 'ककण', 'हदवच', 'मरठ', 'वटट', 'दवभस', 'आसलयन', 'मसत', 'झलयत', 'करण', 'थडय', 'लकन', 'ह', 'मतलब', 'कडल', 'क', 'ककण', 'मरठच', 'बल', 'आस', 'आन', 'ह', 'गयचय', 'फडरचर', 'परभव', 'पडल']","{'word_length': 3.076923076923077, 'sentence_length': 26.0, 'char_ngrams': 103, 'prefix_suffix_count': 40, 'unique_roots_count': 24}"
আকরর পরসথত ইকর ও উকর ধবনর কষণত এব পশপশ দই সবরধবনর সথত,bn,81,"['আকরর', 'পরসথত', 'ইকর', 'ও', 'উকর', 'ধবনর', 'কষণত', 'এব', 'পশপশ', 'দই', 'সবরধবনর', 'সথত']","{'word_length': 3.5, 'sentence_length': 12.0, 'char_ngrams': 51, 'prefix_suffix_count': 18, 'unique_roots_count': 12}"
सधरणत इ,mr,11,"['सधरणत', 'इ']","{'word_length': 3.0, 'sentence_length': 2.0, 'char_ngrams': 5, 'prefix_suffix_count': 2, 'unique_roots_count': 2}"
தமழநட ஏறததழ 6000 ஆணடகளகக மல பழமயன வரலறறக கணடளளத,ta,73,"['தமழநட', 'ஏறததழ', '6000', 'ஆணடகளகக', 'மல', 'பழமயன', 'வரலறறக', 'கணடளளத']","{'word_length': 5.0, 'sentence_length': 8.0, 'char_ngrams': 45, 'prefix_suffix_count': 14, 'unique_roots_count': 8}"
பவயயல எலலகளக வடகக கழககத தடரசச மலததடரம மறக மறகத தடரசச மலததடரன நலமல வசசலல ஆன மல வசசலல பலககட கணவய ஆகயவயம கழககல வஙகள வரகடக கடலம தனகழககல மனனர வளகட பகக நரண ஆகயவயம தறகல இநதயப பரஙகடலம உளளன,ta,296,"['பவயயல', 'எலலகளக', 'வடகக', 'கழககத', 'தடரசச', 'மலததடரம', 'மறக', 'மறகத', 'தடரசச', 'மலததடரன', 'நலமல', 'வசசலல', 'ஆன', 'மல', 'வசசலல', 'பலககட', 'கணவய', 'ஆகயவயம', 'கழககல', 'வஙகள', 'வரகடக', 'கடலம', 'தனகழககல', 'மனனர', 'வளகட', 'பகக', 'நரண', 'ஆகயவயம', 'தறகல', 'இநதயப', 'பரஙகடலம', 'உளளன']","{'word_length': 4.65625, 'sentence_length': 32.0, 'char_ngrams': 178, 'prefix_suffix_count': 60, 'unique_roots_count': 26}"
मरठ मतभष असणऱय लकचय सखयनसर मरठ ह जगतल दहव व भरततल तसर भष आह,mr,94,"['मरठ', 'मतभष', 'असणऱय', 'लकचय', 'सखयनसर', 'मरठ', 'ह', 'जगतल', 'दहव', 'व', 'भरततल', 'तसर', 'भष', 'आह']","{'word_length': 3.2857142857142856, 'sentence_length': 14.0, 'char_ngrams': 57, 'prefix_suffix_count': 20, 'unique_roots_count': 13}"
૧૧૦૦૧૫૦૦મથ થય છ,gu,23,"['૧૧૦૦૧૫૦૦મથ', 'થય', 'છ']","{'word_length': 4.333333333333333, 'sentence_length': 3.0, 'char_ngrams': 13, 'prefix_suffix_count': 2, 'unique_roots_count': 3}"
ಸರಕರವ ಸಹ ರತರಗ ಅನಕಲವಗಲದ ಸಬಸಡಯಲಲ ಕಷ ಯತರಪಕರಣಗಳ ಖರದಗ ಸಹಯ ಮಡತತದ,kn,90,"['ಸರಕರವ', 'ಸಹ', 'ರತರಗ', 'ಅನಕಲವಗಲದ', 'ಸಬಸಡಯಲಲ', 'ಕಷ', 'ಯತರಪಕರಣಗಳ', 'ಖರದಗ', 'ಸಹಯ', 'ಮಡತತದ']","{'word_length': 4.9, 'sentence_length': 10.0, 'char_ngrams': 56, 'prefix_suffix_count': 16, 'unique_roots_count': 10}"
